text;stars
Bahnhofta olmas? sebebi ile yogun ve güzel.f?yatlar b?raz pahal? olsada her arad?g?n?z? bulabiliyorsunz;4
Large supermarket with good opening hours including Sundays.;5
Rendetlen , sok helyen piszkos a padlò, tele szemèttel , szemèlyzet nem hajlandò segìteni, szinte egyik Billa- ban sem .;3
Táto Billa je dobrá v tom že je otvorené každý de? do 22:00 dostatok tovaru slušný a ochotný personál. No na úkor otváracích hodín strašne ve?a ?udí tak sa pripravte na trpezlivos?.;5
"Ich gehe da ungern hin
zu viele Menschen
mit Kinderwagerl kann man auch nicht gescheit durchfahren
Das einzige was wirklich gut ist dass die von Montag bis Sonntag offen haben
Wenn man z.B etwas dringend braucht ist es schon gut dorthin zu fahren
aber wie gesagt zuuuuu viele Menschen";3
;5
;5
;5
"Habe schon sehr oft etwas in der Feinkostabteilung bestellt. Jedes mal bekommt man etwas falsches. Statt gefüllten Laugenweckerl habe ich leere Kornspitz bekommen. Einmal bestelle ich mit extra Essiggurken, waren gar keine Gurken drinnen.
Das Personal hört entweder nicht zu oder ist der deutschen Sprache nicht mächtig. Man weiß es nicht. Jedenfalls erhält man alles, nur nicht das was man bestellt.";1
;4
;4
;5
Zu zeit gibt's fast nix weil fast alles uber die Ukraine zu uns kommt;3
;4
;5
;5
;5
;5
;4
;5
Billa I miss you. We don't have billa in my homeland anymore so it's really nice to see her again. Best smoothies in the world (photo attached).;5
;3
Good price;5
Billa otwarta do 23:00 Westbanhof;5
;4
;4
;4
;5
;5
;5
;5
Gab nicht alles was ich wollte;3
;4
;5
;5
Bi kurdî Jîyan xwe?e;5
;4
;5
;4
???? ????? ???? ???? ???? ?????? ?????  ???? ????? ????? ??????? ???? .;5
Auch hier kann man Lebensmittel finden;3
Immer Überlaufen, vorallem wenn manche Menschen unbedingt an einem Sonntag einkaufen rennen....;2
Immer viel los aber ne super Auswahl und es geht rasch.;4
;5
Prix compétitifs.;4
;4
;3
;5
;5
Extra ,haben alles ....super ist;5
;4
Jeden Tag in der Woche bis spät am Abend geöffnet, praktisch wenn einem etwas ausgegangen ist;5
;4
;5
;4
Cheap price but a nice place to shop;4
;5
;5
;5
;5
Ich gehe genre zum Billa ein kaufen;5
;5
;4
;5
;5
Dieses Geschäft ist immer voll ausgestattet, der einzige Nachteil ist eigentlich das es immer voll ist und Mann ein bisschen länger an der Kassa warten muss, aber das ist auch verständlich da diese Billa täglich länger als andere Geschäfte arbeitet und auch Sonntags offen hat. Nette Mitarbeiter.;4
;4
Gut geordnet und bemüht;5
jeden tag offen;5
;5
Seit es die SB Kassen gibt geht alles sehr flott - auch am Sonntag  Gutes, großes Sortiment und aufgrund der hohen frequenz ist alles immer ziemlich frisch!;4
Este foarte comod c?ci este deschis atunci, când alte magazine nu activeaz?...;4
;5
;5
Gut;5
Wie viel Umsatz macht ihr an nem normalen Sonntag? 200k?;4
;4
;3
;5
;5
;4
;5
;5
;4
;5
It's a nice supermarket to buy groceries or something when you visit the park next to it;3
;5
;4
??????!;5
;5
;5
;5
;3
;5
;5
;4
;4
;5
;5
;5
;5
Compared to others in Vienna, I would say that it is a little expensive;4
;5
Kaufe gerne dort Gemüse  immer frische Ware;5
;3
;5
;5
;4
Good;4
"Gute Auswahl an Produkten und faire Preise. Ansonsten einfach ein normaler Supermarkt ;)";4
;5
;5
Prices tag not clearly, high prices!;2
;5
;3
;1
;5
;5
;4
;5
Odlican market mesovite robe koji ima odlicne cene.;5
;5
;5
;5
;5
????? ?? ???? ????????? ?? ?????? ????? ?????? ???? ?? ?????? ??? ?? ?????????? ??????? ?????? ?? ???? ?????? ???????? ?????????? ???.....;4
;4
;5
Nicest billa for approximately 20 km;4
;5
;4
Great customer service at the deli counter. Brought home everything required to make a charcuterie board.;4
;4
;4
;5
;5
;3
;5
;5
;5
;4
;1
;5
Großes Gedränge!!! Trotzdem ist das Personal sehr hilfsbereit und freundlich!!;5
Nice supermarket with a good choice of vegetables;4
Mitarbeiter bei der wuest Abteilung sind super nett;5
;5
;4
;4
;5
Sehr gut zum Samstag einkaufen;5
???? ??? ?????? ? ????? ???? ?????? . ?? ??? ????? ????;5
Ja wen nichts los dan ist es eh ok aber Sonntag oder Feiertage  Katastrophe!!;3
;5
Ich war positiv erstaunt, als ich am Sonntag hier einkaufen war. alles sauber, gut sortiert, gefühlt haben sie 10x mehr Mitarbeiter:innen, die permanent schauen, dass alles nachgefüllt ist und sortiert.;5
??????? ??????? ???????? ????????????? ? ? ??????????? ? ??????????? ???, ?????? ? ???????? ??? ????? ????? ??????, ????? ?? ???????????, ??????? ?? ???? ? ???????. ?????? ??????? ?? ???? ????? ?? ??? ???? ???????.;1
Mercado em Viena com muitos produtos e promoções;4
Nice;3
;4
Allles da was man braucht, etwas voll;4
;4
;4
;5
;5
great selection (jackfruit!) and opening hours;5
;5
Es ist Mega schön dort und freundlich nett kann Man weiterempfehlen;5
;5
;5
;5
;5
Vasárnak is nyitva van, de állandóan teli van. Ennek ellenére lehet friss áruhoz jutni.;4
;4
;3
Nagyon zsúfolt vasárnap;3
;5
Beau magazin, avec des produits de qualité;5
Freundliches Personal;5
;5
???? ??? ?????;5
Sehr große und professionell geführte Billa-Filiale, die auch an Sonntagen und Feiertagen geöffnet ist (dementsprechend dann an diesen auch große Menschenmengen und lange Warteschlangen ). Sauber und große Produktauswahl.;5
Einiges los. Gute Qualität und zum Billa Plus FAST kein Unterschied. Personal ist auf zack;4
Sehr sauber, Regale immer voll, Gebäck immer sehr frisch, viele andere Supermärkte sollten sich ein Beispiel nehmen wie ein gut organisiertes Geschäft aussieht, einfach Top;5
Gefällt mir nicht.sind immer andere Verkäufer.auch ausländer.;1
very nice supermarket;5
Everything you need is there;5
Als Frau habe ich das Recht auf Tampons! Eine Frechheit, dass diese abgesperrt sind. Die Manager wissen ja nicht, wie es ist als Frau, wenn man diese dringend benötigt;1
There are not so many stores open after 20:00 or weekends but this one is for sure always helps you;4
;5
;5
Wirklich reichhaltiges Angebot, Möglichkeiten dort Kleinigkeiten vor Ort zu konsumieren und spitzen Öffnungszeiten;5
würde eigentlich 0 geben geht aber leider nicht ur blöder billa mag ich gar ned ur 820;1
Immer noch unhöflich und gernervtes Personal;1
;4
;5
eine große Auswahl an Snacks, ich gehe gerne morgens einkaufen, alles ist immer frisch und alles ist da;5
"???? ????? ???? ???? ???????? ???? ????? ????????? ??????? ?? ???? ??????
???? ???? ??????";5
;5
;5
;4
;4
"Arbeitsbedingt gehe ich hier öfter einkaufen.

Nicht nur, dass das Angebot großartig, vielfältig und qualitativ hochwertig ist...nicht nur, dass selbst das Securitypersonal am Eingang immer extrem freundlich, zuvorkommend und professionell ist und nicht nur die fleißigen Mitarbeiter/innen und Kassierer/innen, die immer trotz größtem Stress ihr Bestes geben....nicht nur, dass es immer schnell, einfach und unkompliziert ist, was einzukaufen...nein, selbst die Bedienung an der Frischetheke ist immer wieder die Beste, die ich von einem Supermarkt kenne. Egal, ob ich Rippchen kaufen will obwohl der Fleischer schon zu Hause ist, ob ich Fragen zu Produkten habe, egal ob es ein kleines Extra zu einer Bestellung ist oder ein Kochtipp für ein Rezept, gerade diese tollen Mitarbeiter sind der Grund für ein 5-Sterne-Voting, denn da habe ich trotz Supermarkt-Kette das Gefühl, bei dem Greißler meines Vertrauens einzukaufen.

Sehr großes, dickes Lob VOR ALLEM an das Personal, das mir immer meine frische Leberkässemmel, meine knusprigen Hendlhaxen oder meine Rippchen gibt und somit meine Tage besser macht. Danke!";5
;5
Good and cheap;3
??? ???? .. ???? ????? .. ?????? .. ?? ????? ????? ??????;4
;5
;5
Kaufe ich sehr gerne unsere Sachen , das wir brachen hier.;5
;5
;5
Maravilha;5
;5
Magasins super rapides avec les caisee automatique.;4
;5
???????? ??? ??????;5
;5
;5
Er kauft gerne ein, besonders sonntags.;4
;4
Aggressive employee with long dirty moustache sitting in the Kassa was screaming on me to show the invoice, but to other men full of products no one word as he afraid. Such people should stay in the back store  not with guests contact .;1
;4
gut;5
;5
;5
;5
;5
Wie der gute alte Merkur!;5
;2
Sokan voltak de mégis gyorsan dolgoztak a kasszák, rugalmassan müködik.;4
Excellent location and open on Sunday. Thank you for such flexible open times in your shop!;5
;3
;5
;5
;5
;4
"Always my first shopping address.  But sometimes it is sad to witness the indifference or rudeness of some employees.

For example, last Saturday at 17:54, when we wanted to buy salami, there was an unnecessary discussion with the saleswoman's sloppy reply ""No, no more"".

In a market that closes at 18, I should be able to get service until 17:59.  Anyway…

Still, because of a brand I love and its employees (!), I go to others even though I don't go to that branch.";4
;5
Ok;4
;5
;5
;5
High price;3
;5
;5
;4
Molto carino, ma il guadagno medio è maggiore che in Italia è quindi anche i prodotti costano di più.;4
;5
?????? ???? ??????? ??????????, ?????? ??????? ?????? ? ?????? ??????? ?????????,? ?????? ?????? ?????.;5
;3
Riesiges Angebot. Sehr viel los;5
Es waren sehr viele Kunden anwesend - trotzdem gibt es genug Kassen und Selbstbedienungskassen und somit wird es nicht zu eng. ACHTUNG: SONNTAG IST DIESER MARKT KOMPLETT VOLL!!!;5
;1
Mint Billa nem a legolcsóbb,de legalább valami dolgozik Vasárnap, este 22h ig.;4
;3
;4
Toll;5
;4
;5
;5
Good variety of choice for fresh food (in case you need a quick lunch). I like their self service cashiers - usually it gets faster to pay if you have only a couple of items. It might get extremely crowded especially on Sunday (as it's the only decent grocery store open in the area on Sunday).;5
;5
Leider des öfteren überfüllt;4
;5
;5
"Man kann am Wochenende einkaufen das ist sehr gut.
Öffnungszeiten Mo-So von 06-22 Uhr.";5
;5
;5
;5
;5
;5
;5
;5
Gute Auswahl an Alltäglichem und Besonderem. Als Supermarkt an einem stark frequentiertem Bahnhof immer übermäßig gut besucht.;4
;4
Alles ist vorhanden, aber die Preise sind hoch;4
;5
;4
supermercato rifornito di ottimo cibo fresco come burrito e panini, tutti buonissimi;5
;5
Freundlich und habe alles bekommen was ich brauche.;5
Ok;5
;4
Alles tutti;4
Good Market;5
"Super Filiale, ist von Montag bis Sonntag bis 22 Uhr immer geöffnet außer Weihnachten und Silvester, da können die Öffnungszeiten abweichen. Am Sonntag braucht man viel Geduld um etwas einkaufen zu können, es ist halt sehr viel los, man kann aber in der Früh hingehen da ist es ruhiger!

Kleiner Geheimtipp: wenn man einen kalten Wein haben möchte, befindet sich gleich rechts nach der Feinkost Abteilung vorne sind verschiedene Käse Sorten verpackt und gleich dahinter stehen paar Wein Flaschen.";5
È stata la nostra salvezza sempre aperto con cibo pronto da asporto era possibile pure fare colazione, prezzi accessibili;5
His shone billa und good leuter...;5
This is a chain supermarket that has amazing quality fruit and veges and food items from ice cream to bread and cakes and chocolate. The place is clean and organized and you always bring your own bag or $0.25 Euros for a paper bag. They sell fruit and veges when they are ripe so you can eat it as soon as you get home. For the items I bought here, I would have paid 35-50% more at Whole Foods in the USA. I would love to live in Austria to enjoy this grocery. They are open 0600-2200 all week 7 days a week which is amazing as much of Vienna closes Sundays. Plus it is conveniently located inside the train station to and from other towns and Vienna Airport (Flughafen Wien).;5
;4
;1
;5
;5
;5
Best Quality with Affordable prices;5
;5
"? Sehr große Auswahl
? Lange Öffnungszeiten
? Großes Lob und Hochachtung an das Personal die hier arbeiten, bei diesem Andrang zu jederzeit freundlich, schnell und zuvorkommend zu sein verdient großen Respekt
? Immer rasche Bedienung an der Wurst-/Fleischtheke

? Einfach immer die Hölle los (gut für Billa) aber dadurch muss man extream vorsichtig sein, mit dem Einkaufswagen nicht jemanden über den Haufen zu fahren.";5
;4
;5
;5
;2
;3
;5
;5
;5
Verweist wahllos Leute die sich ein Bier holen wollen mit der begründung, Alkohol wäre verboten !!!;1
;5
;5
"Trotz vieler Kunden am Feiertag, Schlangen bei den.
Kassen, aber durch die
Selbstbedienungskassen eine Erleichterung und dort auch keine langen wartezeiten. Wenn wirklich unerwarteter Besuch kommt
Eine große Hilfe.";4
Super, dass es den Billa gibt. Die SB Kassa meiden.;4
"El lugar estaba un poco lleno, a pesar de eso le sorprendieron 2 cosas:

1. La rapidez de los cajeros
2. El surtido del supermercado";4
"Jeden z mála obchod?, který je ve Vídni otev?en i v ned?li. Jinak klasická nádražní Billa, ale široký výb?r. Mají dobré a levné ?erstvé bagety, t?eba na cestu 

Samoobslužné pokladny";5
;5
Nicht empfehlenswert! Wenn man 0 Sterne geben könnte hätte es dieser Billa es sich wirklich verdient! Wenn man sich noch für das Wochenende etwas zu essen holen möchte und 10 Minuten vor Schluss kommt. Wird man einfach abgewiesen. Für was gibt es dann diese Öffnungszeiten. Es heißt der Billa hat bis 22:00 Uhr offen. Ich finde es eine Dreistigkei Kunden so zu behandelten. Wenn man es so handhaben möchte sollte man schreiben „Geschäft offen bis 21:50.“.;1
;4
;5
;5
Muy bueno para comprar lo que sea!!;5
Sehr gross und sauber;5
?????;4
Un supermercado en el que puedes hacer toda la compra diaria a precios asequibles.;5
;4
;5
guter billa;5
Si ringrazia per tutto;4
??????????????????????????????????????;5
Szeroki wybór produktów spo?ywczych. Otwarte w niedziele, ale jest wtedy wielu klientów. Jest duzo kas samoobslugowych i nie czeka sie zbyt d?ugo.;4
??? ???? ??? ??? ????? ????? ?? ??????? ???????? ?????? ??????? ??????? ?????? ???????? ????? ?????? ??? ??? ???? ???? ???? ?? ??? ???? ??????? ????? ??? ??? ????? ??? ???? ???????;5
;1
;3
????? ??? ??????? ???? ???? ??? ?????? ????? ?????? ?? ?? ????? ????? ???? ????? ??? ???? ???? ?????? ??????? ?? ??? ??????? ???????? ??? ???? ????? ????? ???????;5
;5
;5
;5
;5
;3
;5
;5
?????..;5
"Super Team und Qualität Arbeit!
Dankeschön BILLA !";5
Super;5
;2
;3
"Eine sehr kurze Wartezeit bei den Kassen, hier wird schnell eine z.B. 4. aufgemacht.
Die gesuchten Produkte sind praktisch immer verfügbar.";5
;5
;3
???????????? ????? ???????? ????????? ??????? ???? ?? ??????. ???? ? ??? ? ????? ? ?????? , ??? ?????????? ?????? ???????? ??????? ?? ??????? ?? ??? ????.;5
Top;5
A large supermarket with a diverse selection of good products.  Many self-service checkouts.  On a weekend it is packed with people as it is the only one open in the area.;5
;5
;5
;5
;4
;4
??????? ???? ????? ???;3
;5
;5
;5
;4
I ussualy shop here quite good. But every time i get a coffee and sit at a table i ask someone to clean it. I sit there for about an hour or so. Nobody has EVER came to clean a table;3
;4
;5
????? ??? ?????? ??? ???? ??????;4
Opens until 20:00;1
;1
Gutes Geschäft. Nette Leute.;5
;5
;3
;5
;4
;3
;5
Ich habe mein Handy an der Kassa vergessen, nach 1 Stunde wieder bekommen.;5
;5
;5
;4
;5
;5
;5
;4
The only supermarket in Vienna which is open on Sunday apparently, but it's best to resist until the following day. Going there on a Sunday is a very unsettling experience. The place is packed with people who shout and insult each other and the staff, pushed beyond the limits of humanity by the infernal environment, treat them like cattle. Do the staff and yourself a favour and buy groceries on some other day.;1
"Avoid on Sunday evening or be prepared for a huge line for the checkout. Looks like it's one of the few if not the only supermarket open on Sunday. Unfortunately I have read the comments here late .
Otherwise, convenient that it has extended opening hours.
Staff is friendly and helpful.";5
Nicely stocked, but overcrowded;4
?????;4
;5
;5
;5
;5
;5
Gediegen;4
Super convenient and they stock some of those souvenir Mozart and Sisi chocolates!;4
;5
Unglaublich große Auswahl an frisch gemachten Lunchpaketen.;5
;4
;5
Super;5
;5
???? ????????? ????????! ?????? ?????. ?????.;3
;5
;5
;4
;5
;4
Top , der Supermarkt schlechthin.....da komm ich gern wieder;4
"Wie jeder der in Österreich aufgewachsen ist, war ich schon unzählige Male bei Billa, dass das Personal freundlich oder sogar zuvorkommend war ist dabei wirklich so gut wie nie passiert, das kennen wir ja.

Gerade war ich aber eben dort und erdreiste mich eine sehr unfreundliche blonde Dame zwischen 40 und 50 zu fagen wo ich die Hefe fände da das Kühlregal sehr groß ist.
Die Dame tat so als würde sie mich nicht hören, weshalb ich mehrmals fragte und als ich dachte sie würde Kopfhörer tragen (könnte mir ein solch unsympathisches Verhalten sonst kaum erklären) tippte ich ihr auf die Schulter wo sie sich plötzlich umdrehte und mich ankeifte ""rühr mich nicht an mit Finger"".

Ich weiß das unsere Supermärkte und Billa allem voran ihre Mitarbeiter und die Bauern so schlecht behandeln um so viel Geld wie gesetzlich möglich für sich selbst einzusteichen.
Aber liebes Billa Team, muss es wirklich sein das ihr dank eurer starken Position in der Wirtschaft regelmäßig beweist, dass ihr mit der Qualität sowohl mit Produkten als auch im Service immer weiter nach unten geht?

Ich werd ehrlich gesat lieber wo anders einkaufen";1
Es sind immer 300 Leute drin.  wo Sie am ehesten einen Außerirdischen sehen;3
;5
This store is open daily even on Sundays;5
;4
Always crowded, but they have self checkout counters. Decent choice of products, very convenient opening house for being Austria.;3
Supermercado ideal para turistas, ya que es de los pocos que abre todos los días y hasta tarde. Está muy concurrido y hay todo lo que buscas.;4
;5
;5
Großes Sortiment, Öffnungszeiten wie bei allen größeren Bahnhöfen. Auch Sonntags geöffnet. Personal sehr hilfreich und kompetent.;5
;3
;5
;4
Spoko;5
Das ist sehr gut;5
;4
;3
Es sollte mehr davon gebenWenn es sooooo eine Nachfrage (nach am Sonntag geöffneten Billa)gibt,dann bitte auch das Angebot entsprechend erhöhen. Wäre ganz nett;5
;2
;5
;5
;5
;2
;5
;5
;5
;4
;5
;5
"One of the few shops opened on Sundays.

The prices are convenient, the variety of products is good.

Recommend the Rudolf Ölz bakery and Jomo bakery for their super and delicious Guglhupf and other bakery products.";5
;2
;3
;4
;4
;4
;3
????? ????? ??? ?????? ? ??????? ? ??????. ????? ??????? ??? ? ?????? ?????;5
Leider darf man Sonn und Feiertags kein Hundefutter kaufen. Menschen dürfen essen, Tiere nicht! Beim Waschpulver und so versteh ich es da ich Sonntags und Feiertags eh nicht wasche weil das kann man unter der Woche auch. An die Tiere sollte man auch denken das die vielleicht Hunger haben.;1
;4
;5
;5
;5
;4
;5
;4
;5
;5
;5
;4
Passt;5
??????? ???????????;5
;5
super bestens;5
;3
;5
??? ????;5
;4
;3
;5
;5
;5
;5
???? ?? ????? ?????;5
;4
Opening timings are convenient;4
;5
;5
;4
Sehr gut;5
;4
;5
;5
;5
;5
;5
;4
;5
Good place, fast service, but the place is very crowded. Supermarket;4
;4
???????? ??? ????????;5
Billa Flughafen kein freundlichen Mitarbeiter;1
Teuerungswelle macht das Einkaufen zu einer Torture;3
;5
Ok;4
;1
;5
Sehr saubere und gut bestückte Filiale, super auswahl an snacks und fertogen essen, auch sonntags offen;5
Ottimo, prezzi un po' elevati;4
;4
;3
;5
;4
;1
Very busy;5
Die Öffnungszeiten sind einfach perfekt;4
??? ???;5
???;5
????;5
;1
;5
;4
;5
;5
;5
;5
????? ???? ??????  ?????? ????;5
;5
;2
10 Minuten bei der Kassa warten, Kassiererin war extrem unhöflich und wollte mir etwas zu einem teurerem Preis verkaufen, bin dann ohne Einkauf gegangen.;1
Alle sind deppat dort bei Fleisch ich sag was anders die geben was anders wie zum Beispiel Fr. Ginni ist a Wahnsinn!;1
???? ?. ??? ? ???;5
;4
;5
Tolle Leistung;5
Super Einkauf;5
;3
;2
???? ???? ??? ???? ?????;5
;2
"This supermarket works on Sunday and it has a good choice of products

But there are some queues on Sundays, because many of local people go there to buy products";5
;2
;5
;4
;5
;4
;4
immer nice;5
"Plenty options for vegans. I found prepared food and snacks vegan friendly. Good price in wines as well.
The staff is nice and willing to help.";5
;5
;5
;5
The only billa that's open on Sundays. Comes in handy when you need to cook on the weekends;4
;5
Very convenient and efficient. Also, it could be very busy in rush hours.;5
Ein bisschen teuer aber sehr gute Qualität.;5
;5
Ok;5
;2
;5
Du?y wybóri du?y ruch w weekendy i ?wi?ta czynne zawsze do 22:00;4
;5
;5
rappelvoll trotz 23 Kassen, wahnsinn;5
;3
;5
;4
;5
;5
Love it;5
Almost every time in Billa stores mistakes appear in the bill. Those are prices which differ from the price tags, discount that isn't applied or this time is the cashier that registered a single product twice. However the mistakes are never in my favor.;1
Great selection, medium prices. Staff professional and helpful;5
;5
;3
;4
;4
;4
Los mejores precios y variedad disponible, sobre todo para turistas;5
;5
;3
;3
;5
;3
;5
;4
;5
Supermercato fornitissimo tutto buono.. Lo staff è molto efficiente è hanno tutti delle ottime maniere;5
;4
;4
;5
;5
Hay de todo,supermercado;4
;5
;5
"Super Billa der immer auf hat wenn alle anderen zu haben.
Leider nur immer extrem voll weil halt jeder da hin geht und daswegen auch oft mit etwas längerer Wartezeit verbunden.
Ansonsten hat er wirklich fast alles was man braucht.";4
;4
Típico Billa. Los Billas son los súper más costosos. Sigue igual;4
einer der wenigen BILLAs die offen haben an Sonn- und Feiertagen, Personal kommt mim Stress zum Großteil gut klar. Man sollte nur eine begrenzte Anzahl an Personen reinlassen, weil man sich sonst nicht bewegen kann.;3
;5
;5
Ein Billa welcher auch Sonntags offen hat. Trotz der vielen Konsumenten behalten die Verkäufer Ruhe.;5
;4
;5
;5
;2
;5
;5
;5
;5
;1
NOT bad;4
Große Auswahl und gute Preise und Mitarbeiter sind sehr freundlich.;5
;4
"I visited Vienna for 6 days and I was buying food and water from billa in the praternstern station.
I loved it!";5
Not bad;4
;5
;5
Supermercato alla stazione comodissimo, sempre aperto. Prezzi leggermente più alti della media.;5
;5
;5
;5
;4
;1
"Die reinste Katastrophe diese Filiale.
Überfüllt und bei der Kasse wird nur getrödelt. Nie wieder.";1
"Gute Einkaufsmöglichkeit Großbahnhof S-Bahn, U-Bahn, Strassenbahn und Autobus.
Änderung: Großartig ein sehenswertes Sortiment von Gemüse, Obst,Trockenobst, Wustsorten auch Paketiert, Käse, Milch, Getränke und. Ein Besuch allzeit ist es wert, da Billa Praterstern auch Sonntags geöffnet hat";5
Too crowded on Sundays;4
;5
Alles da, keine Hamsterungen.;5
;4
Sonntag....;4
A lot of people. Middle priced. It could be better for such a legend city as Wien.;4
???? ???? ????? ????? ?????? ?????????? ??? ??????????. ??????, ????? ????? ??? ?? ???? ??? ????? ??????? ??? ???????.;1
;1
;5
;3
;5
;5
;4
;5
Sehr fein;5
Schön;5
;5
Diese Billa ist noch besser als die anderen.;5
;5
Billa best Billa;5
;4
Nice;5
;5
;4
;5
;4
This Billa is open EVERY day until 10pm... Super practical, to quickly get something on a holiday, or so;5
So sehr ich das Erlebnis niemandem wünsche am 26.10. (Nationalfeiertag) dort einkaufen zu gehen, weils halt echt einfach die Hölle auf Wiener Erdboden ist. So sehr empfehle ich es trotzdem jedem (vor allem am 26.10.) weils dann doch wieder ein traditionell österreichischisches Erlebnis ist irgendwie. macht des sinn? weiß auch ned;5
Got;5
;4
;4
El supermercado más normal que había , cambia mucho de uno a otro y unos cierran unos días y otros no, pero bueno este sitio nos salvó más de una vez.;4
Gut;5
Surtido. Buen atendido.;5
?????????? ?????????;2
;4
Rispetto agli altri Billa presenti a Vienna, questo si trova all'interno della stazione principale del Prater (Praterstern), di conseguenza è sempre aperto, e come si può immaginare affollato, con orari fino alle 22 anche la domenica. Utilissimo rispetto agli altri supermercati della stessa catena chiusi di domenica anche nel centro. Il supermercato è fornito di tutto. Interessante la sezione forno da dove ci si può servire autonomamente per prendere un pretzel, pane o altre specialità locali già pronte. Utile insomma per ogni necessità.;5
;5
Very crowded during weekends.;5
Super;5
Open on sundays, prices are moderate to high, parts of the store are closed on sundays due to government restrictions. meaning you can get most of the stuff you usually get, except for (as far as i am aware) laundry detergent and the like.;4
tolle Öffnungszeiten, immer viel los.;4
;5
;5
;5
Adoro il bella ha di tt a prezzi ottimi;5
Kein Recyclingcontainer für Glas, obwohl Billa viel Einwegcontainer ohne Pfand verkauft!;3
;5
;4
;5
Wie bei BILLA gewohnt große Auswahl, qualitativ hochwertiges Obst und Gemüse. Gebäck frisch und die Wartezeit an der Fleischtheke kurz Bis zum nächsten Mal.;4
Es hat sich einiges leider immer noch nicht geändert, doch das Personal is freundlich gwesn bis jetzt, I hoff des bleibt a so;1
;5
Dobre zaopatrzenie i czynne ca?y tydzie?;5
;4
Alles.ok gerne wieder;5
Represent oida;5
;4
;3
;5
Alleen al 5 sterren omdat hij op zondag open is;5
;5
Die junge Dame die als Security an der Kasse arbeitet ist sehr freundlich und auch kompetent. Vielen Dank für die Schaffung einer sicheren Umgebung!;5
The only billa branch open in sunday in vienna if you wanted to get something while everything closed just go there but one negative point that not everything can be sold during Sunday;4
Der Beste Billa, mit riesen Abstand!;5
;2
